,별점,리뷰,추천 수,비추천 수
5432,7,관람객소재와 개봉시기 적절.믿음만으로 돈을 주고 받던 시절에서아무도 믿을 수 없는 시절이 어찌왔는가를 보여준좋은 영화. ,5,2
5433,10,정치 및 공무원이 바뀌어야 국민이 행복하다 ,5,2
5434,10,기대 안 하고 급 봤는데 너무 슬프고 답답해서 눈물이 났음. 꼭 봤으면 합니다. ,5,2
5435,10,처음 부터 끝까지 긴장감 몰입이되는 영화 올해 영화중개인적으로는 최고인영화 ,5,2
5436,10,관람객여운이 많이남는 영화  먹다 체할뻔... ,5,2
5437,10,재밌게 봤습니다!!ㅎㅎ ,5,2
5438,6,관람객공감세대가 아니라서 그런지 잘모르겠다 ,5,2
5439,10,이거 안보신분 꼭 보세요 너무 재밌고 감명깊어서 마침 오늘 아부지생신이라 엄마랑 같이 보라고 영화표 끊어드렸네요 ㅎㅎ 이거보고 재미없다는 사람은 초등학생인가 급식 그 이하인가? ,5,2
5440,10,이 영화를보고 박홍기의 리밸런싱이란 책을 꼭 보세요~ ,5,2
5441,10,넘넘 맘아팠지만ㅠㅠ주변지인들에게 꼭 보라고 추천하는중.. ,5,2
5442,10,너무 맘이 아푸네요 국민을 위한 나라는 없었던 사실이.... ,5,2
5443,9,협상 테이블에서의 각 항목에 대한 조건을 볼 때 마치 스릴러를 보는 듯 아찔했다. 마치 내가 그 자리에 있었던 듯... ,5,2
5444,10,IMF에 관해 잘 몰랏는데 이거보니 바로 이해됨 ,5,2
5445,10,5공 시절부터 이어져온 정경유착과기업들의 방만경영의 데미지가 쌓이다 영삼이때 터진건데...국민한테 뒤짚어 씌우고 빛갚게 만들고 ...잊지맙시다 그때의 고난의 역사를...역사는 잊으면 되풀이 됩니다~ ,5,2
5446,10,씁쓸하지만 빠져서 봄ㅋ ,5,2
5447,10,보는 내내 아팠다. 그리고 아직 아프다. ,5,2
5448,10,관람객근자에 보기드문 수작이라고 생각합니다  가장 가슴이 뜨끔햇던말  국가를 믿지마라 였읍니다 ,5,2
5449,10,관람객배팅할 것인가 막을 것인가 살아남을 것인가..이 부분에 대해선 제가 저때 중산층 성인이었으면 배팅을 할 예정이었겠죠 하지만 저때 4살이었으니..그래도 재밌게 잘 봤습니다 너무 김혜수 오빠가 죽으려고 망설일때 그때 정...,5,2
5450,10,우리 국민들이 다 한번씩 꼭 봤으면 하는 영화. 현시점 우리나라의 문제를 다시 한번 일깨우게 된다. ,5,2
5451,8,관람객IMF가 왜 발생했는지 정부는 무얼 했는지 국민들은 어땠는지 잘 보여주는 영화다. 다만 끝이 조금 아쉬웠다. ,5,2
5452,8,"심야영화로 봤는데, 바로 후기쓰게 만드는 영화. 계속 의심하자 ",5,2
5453,10,아직영화를 보진못했으나  그시절 난중학생그때  부도난 아빠사업 채무  아직도 갚고있다..그래도  행복하게살고있음   엄마아빠 화이팅!! ,5,2
5454,8,관람객모라토리움 선언 보다 IMF 선택이 맞을지도모르겠다   ㅡ국가나 가정이나 무분별한  빚은영원한 족쇄로 작용한다 ,5,2
5455,10,Imf때 떠난 친구가 생각난다아직 변한게없다 ,5,2
5456,10,영화에 나오신 모든 배우분들의 연기가 돋보였어요!! 영화 다보고 나와서 영화내용이 실화라고 하니 정부한테 배신당한기분이 들기도 하더라구요..모든 분들이 한번 쯤 꼭 보셨음좋겠어요!! ,5,2
5457,8,관람객국가지도자의 도덕적 해이가 온 국민을 몇OO째 힘들게 한다는 것이 마음 아프네요~ ,5,2
5458,10," 국민은 국가를 살리는데, 국가는 왜 국민을 죽음으로 몰아가죠? ",5,2
5459,10,관람객진짜 몰입도는 장난아니고 연기력이 대박입니다 어려서 체감을 못했는데 나이 먹고 보니 부모님들이 대단하고 그 속에서 돈을 버는 사람들이 슬퍼하는사람들의 대조적인 모습까지 많은 생각이 들게 하는 영화더라구요 부모님이랑 ...,5,2
5460,10,"역사는 반복되고, 당연하다고 생각하는 것을 당연하지 않게 깨인 눈으로 바라볼 것. 배울 점이 많은 영화. ",5,2
5461,10,"관람객연기력에서 움찔하는부분이 전혀 없었고, 돈이 아깝지 않았어서 매우 만족합니다 조우진님 연기너무 잘하시고 목소리  너무 좋으신것같아요.. 어딜가나 똑똑한놈이 성공한다는걸 깨닫는 영화였습니다 ",5,2
5462,8,씁쓸하고도 불편한 진실...어릴때 있었던 위기를 극복하느라 고생한 국민들에게 일말의 죄책감도 양심의 가책도 없던 조우진이 맡은 역의 실재 인물은 저때 이후에 MB때 한번더 주요직을 맡았다는 게 욕이나온다... ,5,2
5463,10,꼭 보세요 생각많이듭니다 ,5,2
5464,10,관람객김혜수간지 유아인존멋 악역아재 연기소름 ,5,2
5465,10,보는내내 먹먹하고 눈물났네요ㅠㅜㅜ ,5,2
5466,10,보는내내 마음이 아프고 속상하고 안타깝고 눈물뿐 ㅠㅠ 꼭 봐야하는 영화 ,5,2
5467,10,관람객모두가 꼭봣으면좋겟습니다 ,5,2
5468,10,관람객흥청망청 살면 안되겠네요 ,5,2
5469,6,관람객다큐멘터리 같았어요 잼있지두 재미없지두 않아요 ,5,2
5470,10,언젠간 IMF가 또 터질수있다 ,5,2
5471,10,지금도 그렇다라고 이야기해주는 영화인것 같다..이 영화를 보고 언론만 믿지않길.. 좀 더 젊은 사람들이 정확하게 사회를 바라봐주길 ...ㅠㅜ ,5,2
5472,9,관람객조우진...죽이고싶을정도로 얄밉다 ,5,2
5473,10,"IMF당시엔 너무 어려서 어른들의 마음을 이해하기 어려웠다. 허구가 있겠지만, 나라와 가정이 전쟁만큼 힘들었단걸 느끼기에 충분한 영화였다. 재미요소는 없지만 깊은 생각을 하게 해주는 영화였기에 지루할 시간이 없었고 ...",5,2
5474,10,관람객재미가 많았읍네다. 연기가 아주 좋았읍네다 ,5,2
5475,9,조우진!!!영화보다가 욕할뻔했다. ,5,2
5476,10,지금도 경제상황이 좋지 않기에 1997년의 위기가 다시 올 수도 있겠다는 생각이 듭니다.  절대 그렇게 되면 안되겠지만요. 그리고 김혜수의 연기는 정말 최고였습니다. ,5,2
5477,2,마지막에 '오빠' 듣는 순간 저게 왜나올까.. 라는 생각밖에 안들었다 ,5,2
5478,10,몰입감 최고!보고난후에도 가슴이 먹먹하다.. ,5,2
5479,10,오호.  연기력짱입니다. 배우님들. 짱~~전 너무 몰입돼서. 눈물이.   강취합니다 ,5,2
5480,8,이영화 볼만해요~^^ ,5,2
5481,7,"미국과 IMF와 대한민국과의 관계를 파고들고 그것이 영화를 보는 시간동안 답답하게 만들었지만 Not bad, 김혜수의 연기는 정말 대단함... ",5,2
5482,10,관람객연기자의 투혼이 담긴 영화입니다^^추천드립니다 ,5,2
5483,8,관람객1997년 IMF로 상처없는 집이 몇이나 될까. 보는 내내 먹먹했던 영화 그러나 한사장과 같은 소시민들이 겪었던 현실을 조금 더 면밀하게 담아냈다면 더 의미가 있었을 영화. ,5,2
5484,10,"첨 남겨보는 평점. 영화를 보고 느끼는 바가 있어야 한다. 지금 한국도 20년전 IMF의 연속된 길을 계속 걷고 있음을. 나의 이야기가 투사되어 너무 가슴 아팠지만, 다 하지 못한 이야기가 너무나 많다. 2시간이 너...",5,2
5485,10,김혜수님도 김혜수님이지만 조우진님 연기가 진짜... 보면서 감탄할 정도였어요. 도깨비에서의 모습을 상상하면서 보니까 정말 소름끼칠정도로 다른사람이돼버렸어요..ㄷㄷ ,5,2
5486,10,대학생때 imf가 뭔지도 제대로 모르면서 휴학을 하고 알바를 해야했고 동생은 군대에 가야했다. 그때를 버텨온 부모님이 생각나 먹먹했다. 김혜수님의 연기는 정말 ,5,2
5487,10,대박이었음... 감독이 대단히 공부를 열심히 한 영화 배우들 연기도 너무 좋고 소름이었음.... ,5,2
5488,10,젊은이들이꼭밧음좋겠다아주재밌고유익 ,5,2
5489,10,"현실적인 교훈을 주지만, 이걸로 우리는 변할 수 있을까란 의문으로 끝난다. ",5,2
5490,10,옜날 생각도 나고 재미 있었음열도 받고 ,5,2
5491,7,정말 초중반까지는 재밌게봤고 수작이상봤지만 갑자기 뜬금으로 20년후 넘어가는거에서 헛웃음이 나옴 너무급결말 낸느낌 그래도충분히 IMF시대를 잘나타내주고 연기도 좋았다 결말빼고 다괜찮은작품 ,5,2
5492,10,진짜 무조건 봐야함 무조건 경제관심있고 imf때어땠는지 궁금하면 무조건!!! ,5,2
5493,10,이영화가 무엇을 알리려하는지 모르겠다는 사람은 영화 이해를 못한듯... 겉으로 보기엔 멀쩡했던 한국이 어쩌다 IMF를 겪게됐는지 나라의 무책임함으로 국민들이 얼마나 처참해졌는지 그때당시상황을 보여주고 다시는 이런일이...,5,2
5494,10,기억해야할 역사! 믿고 보는 연기자들 ,5,2
5495,10,현 시대에 맞게 잘나온 영화인거기같네요...역시 갓혜수 배우들 자체가 받쳐주니 완성기가 높네요. 재게보봤 습니다 ,5,2
5496,10,관람객조우진씨 연기가 진짜 현실같네요 ,5,2
5497,10,관람객굿전갠찮았어요 여운이남네요 ,5,2
5498,8,너무 현실적이라 와닿았습니다. 재연이고 계몽이고 뭔 ㄱ소린진 모르겠고 ,5,2
5499,10,팩트폭격 쩌는 영화~ 한보와 제일은행의 밀월관계와 한보의 점쟁이 사연은 진짜~ 두고두고 회자되는 얘기였음~ 오늘이 12월 3일이기도 해서 더 뜻깊은 영화~ 21년전 사춘기시절 사회선생님께서 제2의 경술국치라 하신 말...,5,2
5500,10,진짜 꼭 보셈 진짜 꼭 봐야함 ,5,2
5501,9,무능하고 국민을 우롱한 그 당시 정부 관계자는 지금 어디서 무얼하고 있나요?? ,5,2
5502,10,마음속에 깊은 감동의 물결그 상황속에서도 살아가는 우리 국민의 자긍심을느낄 수 있는 영화였습니다그리고 나 자신만을 믿어야하는 불신의 시대에꼭 추천하고 싶은 영화입니다 감사합니다 ,5,2
5503,8,결국에 정치하는놈들은 우리같은 서민들은 안중에도 없다는걸 전하고 싶은거였군 200년전이나 지금이나 정치하는새끼들에게 국민들이란 개돼지같은 존재구나 왜놈들과 끝까지 싸운것도 서민들이고 일제시대때 일본군과 싸운것도 서민...,5,2
5504,8,재미있었습니다~지루한 부분없이 첨부터 끝까지 흥미로웠습니다. ,5,2
5505,10,꼭 봐야  할 영화.지금 우리나라의 현실을 제대로 반영해준 영화인 것 같다.우리나라가 지금 왜 이렇게 됐는지와 우리나라가 몰락해가고 미국에게서 벗어나지 못하는 이유를  깨닫게 해 준 영화인 것 같다. ,5,2
5506,10,경제는  독립적으로 작용하지 않는다. 그렇기 때문에 옳바른 정치는 중요하다. ,5,2
5507,10,이것저것 재지말고 걍 봐라최고 ,5,2
5508,10,관람객우리의 과거를 보며 오늘을 돌아보게 하는 영화 김혜수님 이쁨 ,5,2
5509,10,너무 잘봤다~ 추천임근데 진짜 보고 나서 기분이 좋지는않았다ㅜ배우들이 너무 현실감있게 연기를 잘해서 그런가지난일이지만 그이후의 현실들이 너무 와닿은 모습이라찝찝하고 화나고 그랬다ㅜ ,5,2
5510,9,국가부도사태를 시간순으로 차근히 알게 된 계기가 되었습니다. 위기는 다시 찾아온다. 절대로 두번 당하지 않도록 세상 돌아가는 소식에 귀를 기울여야 겠습니다. ,5,2
5511,10,정말 경제관념을 일깨워주네요 무지에서 조금이라도 알아야 살아갈수있다는 생각이 듭니다 ,5,2
5512,8,"국가 위기를 극복해나가는 모습을 기대했지만 자막 4~5줄로 끝내버리는건 아쉬웠다. 다만, 그 전 imf가 터지기 까지의 과정에서의 배우들의 연기나 스토리 구성은 만족스러웠다. ",5,2
5513,9,올해본 영화중 가장 감명깊었음 알바라 생각할까봐 0.5점 깜ㅋ ,5,2
5514,8,우리가 할 수 있는 것은 아무것도 없었다.. 그리고 지금도 달라지지 않았다.. 앞으로도 그럴것이다.. 씁쓸하다.. ,5,2
5515,10,보면서 마음이 아파서 울면서 봤어요ㅜ아빠엄마 생각도 나고 진짜 너무 좋은 영화입니다 ㅠㅠ나중에 또 보러갈꺼에요 ,5,2
5516,10,하..영화가 재밌으면서도 북한에만 미쳐있는 북재인이 생각나서 소름끼치고  남일이 아니라는 생각이 들었다 ,5,2
5517,10,무거운영화이지만 꼭봐야할영화다 지금이나그때나 무능한정부는똑같다 비리정부 ,5,2
5518,8,관람객배우들 연기력이 짱인듯요 ,5,2
5519,10,"내가 지금 이렇게 살게 된 이유. 외국인 노동자가 늘어나고,비정규직이 늘어난 이유. 중소기업이 대기업에 다 합병된 이유. 대부업이 늘어난 이유. 실업률이 늘어난 이유. ",5,2
5520,10,헐리우드에 빅쇼트가 있었다면 한국에는 국가부도의 날이 있다. ,5,2
5521,6,지나친 교훈주기에 따른 캐릭터의 매력 발산 부재. 여성 비하 프레임을 강조하는 것은 조금 아쉽습니다. ,5,2
5522,10,"관람객그시대의 사람은 아니었지만,영화 배우들의 연기와 시나리오가 정말 몰입감 있었습니다. 더 나아가 현재의 경제 실태를 보여주는 영화였습니다.볼 가치가 있습니다. ",5,2
5523,10,솔직히 조우진에 더 놀랐다. ,5,2
5524,10,마지막의 빌딩숲 정말 여러모로 씁쓸해지는 장면이었습니다. 연기 연출 모두 좋았습니다. ,5,2
5525,10,말이 필요없네요영화진짜 잘안보는데변호인 다음으로 인생영화에 올랐네요 ,5,2
5526,10,이 영화가 그때의 이야기를 해서 화가나는것보다 지금도 그러고 있다는 걸 알기에 화가 났자... ,5,2
5527,10,모두가 힘들었던 그시대를 생각해보는 계기가 되었어요.부모님들 보여드리고 싶은 영화네요. ,5,2
5528,10,처음부터 끝까지 몰입해서 봤어요 좋은영화네요 잘봤습니다 ,5,2
5529,9,관람객700만은 가것다아님 말구~ ,5,2
5530,8,관람객가슴이 먹먹해지는영화.꼭보세요~~% ,5,2
5531,8,관람객연기를 너무 잘해서 완전 몰입해서 봤네요 ,5,2
5532,10,"다양한 각도에서 시나리오가 정말 잘 쓰여진 거 같습니다. 아무리 중요한 사건도 시간이 오래 지나면 잊혀진다죠. “당연한 걸 당연하게 보지 않는 자세” 정말 중요한 말이고, 늘 가슴깊이 새겨야 할 말입니다. 직접 느끼...",5,2
5533,10,관람객최고최고 감명깊은영화 ,5,2
5534,9,두시간이 어떻게 흘렸는지 모르게 몰입하면서봤어요 꼭 보세요 ,5,2
5535,10,대한민국의 현주소를 잘 나타낸 영화이다 ,5,2
5536,10,이 영화를 보지 않고 한국 경제와 정치를 논하지 말라고 말하고 싶다. 엄지 척! 기대를 훨씬 뛰어넘는 수작! ,5,2
5537,9,조우진이 진짜 한대쥐어박고싶을정도로 적폐연기 넘 잘함;; ,5,2
5538,10,정말 최고입니다... 보면서 겨우겨우 참았는데 결국 울어버렸네요.. ,5,2
5539,10,이시대에 꼭 봐야할 영화 ,5,2
5540,10,관람객보세요. 어리면 어리니까 보시고 나이 있는 분은 경험한거니 꼭 보세요. 우리나라 국민의 기본 패러다임이 바뀐 바로 그 사건입니다. ,5,2
5541,10,연기도 좋고 내용도 좋았어요~배우분들 열연도 돋보임~20년 전 대학때 겪었던 일이라 생생하게 와닿았음 ,5,2
5542,10,관람객아 영화보는내내 김혜수 연기에 빠짐보면서 안타깝고 한숨이 많이 났지만 다시 한번돌아봤던 영화 ,5,2
5543,10,정말 답답하고 마음아프지만 모든 사람들이 한번쯤은 꼭 봐야 될 영화 ,5,2
5544,8,잘만든 영화는 아니지만 꼭봤으면 하는 영화 무능해서도 무식해서도 안돼  역사는 반복되고 위기도 반복된다는 경각심을 깆고 항상 깨인 눈으로 세상을 바라보라는 마지막 명대사가 메아리처럼 울리네 ,5,2
5545,10,한번씩 보셔도 만족할 영화에요 ,5,2
5546,10,핼조선의 시작... 위기의 한국과거와 현재를 이어주는  마지막 엔딩 타이틀이 감명 깊었네요.  지금도 악순환이 계속 되고 있으며 열심히만 산다고 되는 것이 아니고 깨어진 눈으로 사회를 바라 보는것. 정말 절실하네요....,5,2
5547,10,관람객대한민국의 몇몇이 주먹구구식으로 맺은 약정이 전국민을 파탄에 이르게 했다는게 일제시대의 시작과 다를게 없다고 생각하게끔 하는 영화다. ,5,2
5548,10,"저 시기에 대량으로 생긴 비정규직, 용역대행... ",5,2
5549,9,연기..난리나고요..봐야해요 1인1국부날보기그때를상기시키며 살아야할듯요 ,5,2
5550,10,못만들었지만 꼭 봤으면 하는 영화입니다. ,5,2
5551,10,대한민국을 그대로 보여준 영화정의를 보여주는 김혜수 캐릭터가 가장 허상의 인물인게 슬펐다유아인처럼 속지 않을 수 있을까유아인처럼 기민하되김혜수처럼 마음먹어야 겠다고 생각했다 ㅠ시나리오도 연출 및 전개도 연기도매우 좋...,5,2
5552,3,IMF를 직접 겪지 않은 세대들에게 경각심을 올려줄수 있는 영화. 근데 연출이 너무 OLD하다. ,5,2
5553,10,기업만살리고 자기배만 채우기 위해 그시절 보수 신한국당 윗대가리들이 얼마나 애쓰고 이해관계에서 사리사욕을 채웠는지 잘 그린 영화 서민들이 얼마나 힘겹게 지내왔는지 모두가 보고 느끼고 다시는 이같은 일이 되풀이되지 않...,5,2
5554,10,관람객한국인이라면 꼭 봐야 할 영화! ,5,2
5555,10,이 시대에 꼭 봐야 할 영화!!!! 김혜수의 연기 정말 최고였습니다 ,5,2
5556,10,김혜수님 연기에 많은 것을 느꼈습니다. 30대인데 그 시절을 이겨낸 어른들이 존경스럽습니다. 신파보다 사건 중심이라 강추합니다. ,5,2
5557,10,관람객재밌었습니다 잘봤어용 ,5,2
5558,9,그땐 너무 어려서 잘 몰랐다. 이 영화덕분에 그때를  다시 생각해보게 되었다. ,5,2
5559,10,"아 진심 최고다... 오바도 없고, 억지스러운 막장도 없는 마무리.. 깨달음이 참 많았습니다. ",5,2
5560,10,보는 내내 눈물이 나는 영화. ,5,2
5561,10,1987보다 분노하고 곤지암보다  공포스럽다.분노에 이빨이아프고 쉼없는 눈물은 나이를 얘기해준다..아직 살아있어서 이미훌륭하다 ,5,2
5562,8,관람객진짜로 겪었던 일이라 경각심을 갖게되네요... 배우들 연기가 역시 탄탄해서 몰입이 잘된것같아요~ 김혜수 짱! ,5,2
5563,10,그땐 너무 어릴 때라 잘 몰랐었는데 우리나라 현실을 다시 보게 되네요. ,5,2
5564,10,그렇게 살기 힘들었던 시대에 지인들의 피같은 돈 떼먹고 뉴질랜드로 날른 마닷 부모에게 진심으로 화가 났다.마지막에 우리에게 경고 메세지를 주는듯한 느낌. ,5,2
5565,10,괜찬항쓰 스토리탄탄 교훈을 주는영화임 ,5,2
5566,10,조로로오론나 재밌어요 두번보세여 제밯 ,5,2
5567,6,시나리오 좋았는데 연출이 별로여. 시나리오에 대한 감독의 해석이 없네. 걍 찍었네. ㅎㅎㅎ ,5,2
5568,10,"현재 경제 파탄에 실업률 최악, 비정규직 세상 만든 것들 = IMF로 몰고 간 윗대가리들과 IMF로 구조조정하여 덕 본 대기업의 거래. 그래놓고 지금 무지한 인간들은 문 정부 탓함. 기득권들 농간에 더는 당하지말란 ...",5,2
5569,10,상경계열 대학생들이 꼭 봐야할 영화 ,5,2
5570,10,보지는 않았지만 재밋을듯 ,5,2
5571,10,너무 재미썽요 배우분들 연기력 짱.. ,5,2
5572,10,관람객너무재미있게봤어요 제어릴때 아버지의모습을보여준거같아서 맘이아팠네요  취준생들-!취직못한게 너네잘못이아니야 정부를탓해야되 ,5,2
5573,6,김혜수와 유아인 허준호 외 연기력 빵빵점 ,5,2
5574,8,영화라기 보다는 다큐멘터리에 가깝다. 볼만했음. IMF가 어떻게 터졌는지 상세히 알게됐음 ,5,2
5575,10,꼭 보셔야할 영화!어제 보고 왔어요!김혜수.유아인.조우진 연기력은 진짜 대단한듯~ ,5,2
5576,10,보는 내내 화가 나면서 봤어요. 국민들이 기업들 빚을 갚아 줬으니 이번엔 기업들이 국민들의 빚을 갚아주기 바란다. ,5,2
5577,10,"재미없다고 하는 사람은 국가상황에 1도 관심없는 사람, 적어도 대한민국 사람이라면 꼭봐야하는영화, 보고나서도 마음이 아프네요. ",5,2
5578,10,"가슴 먹먹하고 그시절 철없던 나이에 부모님들 존경 하네요.""잘사는 사람은 더 잘살고 가난한 사람은 더 가난해지는 나라"" 20년 지난 지금 도 현재 진행형 ",5,2
5579,10,영화를 그저 재미로만 보냐ㅉㅉ이러니 경제가 망해가지ㅋㅋ ,5,2
5580,10,무조건봐야한다무서울정도로 지금현시점이랑같다 ,5,2
5581,10,"진짜 잘 만들었네요ㅠㅠ어려서 잘 몰랐고, 부모님이 IMF때 얘기하시면서 그때는 말이야~ 하실때 듣기싫었는데... 부모님이 고생 많이하셨다는거 이제 알겠습니다ㅠㅠ주말에 부모님도 예매해드리려구요!!강추합니다! ",5,2
5582,9,숫자놀이에 먹먹한 가슴과 눈시울ㅜㅜ ,5,2
5583,10,관람객연기는 너무좋았다...실제 그런사람들이 없었기를 바랠뿐 ,5,2
5584,10,진짜 배우들 연기에 소름돋고 뭔가 지금 우리한테 메세지를 주는 영화였음 ,5,2
5585,10,내가 비정규직인 이유를 봤다 ,5,2
5586,10,정말 좋았습니다 연기파 배우들의 연기는 둘째치고 시나리오 자체에.. 박수를 보냅니다 너무나 현실적이라서 울고싶엇으나 울 수 없었어요 최고였습니다.. 맨날 IMF 말만 듣고 그러려니 살아온 제가 부끄러웠습니다 20년간...,5,2
5587,8,관람객위기를 이용한 사람들은 더욱 잘 살게 되었다 ,5,2
5588,10,그때를 현재까지 생각해보게 만드는 영화 많은 사람들이 보고 느꼈으면 좋겠어요 ,5,2
5589,10,메세지도 있고 느끼는 것도 많은 좋은 영화였어요.  또 보러가고플만큼~^^ ,5,2
5590,8,관람객생각보다 어렵지 않은 내용에 몰입감이 좋았어요 김혜수 유아인 연기자 모두 연기력 장난 아님 ㅜㅜ ,5,2
5591,10,허준호씨 연기보면서 눈물날뻔했습니다 ,5,2
5592,6,소재와 연기는 좋은데 연출과 시나리오가 아쉽다... ,5,2
5593,10,몰입도 최고. 김혜수 유아인 조우진 허준호 연기력과 캐릭터는 물론 ,5,2
5594,10,"마음답답해지면서도 배우들 연기력에 감탄어렸을때라 어렴풋이 기억나지만 주변에 힘들었던 부모님, 친구분들 생각나서 더 가슴아팟던 영화 ",5,2
5595,10,관람객허준호 배우님에게 우리 아버지의 모습이 보였습니다연출부터 배우 연기력 모두 몰입도 있고공감할수있고 가슴을 툭 치는 영화였어요 ,5,2
5596,8,관람객위기를 기회로 삼으려는 윗 사람들의 정치질 ,5,2
5597,10,꿀잼  꼭봐라 지금경제꼴 ,5,2
5598,10,"우리 국민들은 꼭 봤으면 한다. IMF하고 미국이 우리나라을 어떻게 털어갔는지, 그리고 내 금은 어디로 갔는지 알게되었다. 경제 주권은 절대 포기하면 안된다. ",5,2
5599,10,많은 생각을 하게 하는 영화    추천합니다 ,5,2
5600,10,오늘 조조 1차 직접관람후기: 영화자체짜임새가 좋고 배우분들연기도 잘 맞물려서 재미있게 봤음. 주변사람들에게 추천할 생각 90%이상 ,5,2
5601,9,잔인하리만큼 생생한 그때의 모습 ,5,2
5602,10,우리나라가 왜 아이엠에프가 터졌는지 정확히 알 수 있었던 영화 ,5,2
5603,10,가슴 아픈 우리의 1997년을 잘 담아 냈다 ,5,2
5604,9,재밌게 보고 나온 영화~! ,5,2
5605,10,마음 아팠지만 추천하고 싶다 ,5,2
5606,10,"평점이 극과 극? 신기하네요. 스피디한 진행과 배우들의 연기, 담겨진 메시지까지... 대단합니다. 어젯밤의 시사회에 깜짝 등장해주신 배우분들 덕분에 즐거웠습니다. ",5,2
5607,9,잘 만든 작품이다. 위기는 반복된다. ,6,3
5608,4,영화를 선과 악으로 단정 지어놓고 만들어서 음모론 소설을 쓰니 노답이 됨 ,6,3
5609,10,문재앙을 겪은 사람이라면 IMF를 겪지않았더라도 공감할 수 있는 전 연령층을 아우르는 영화네요 명작입니다 ,6,3
5610,7,"그래, 차라리 국가부도를 내세워 IMF 협상을 더 유리하게 이끌었어야 했다. 그리고 그 썩은 것들, 지금 쯤 불행하게 근근히 살아가길 바란다. ",6,3
5611,6,imf 는 그냥 미국이 작정하고 먹인거 ,6,3
5612,10,"375만명이 봐서 다행이라는 생각도 들지만이런 영화가 1,000만 영화가 되어야 반복된 위기를 극복할 수 있을텐데 하는 생각.인생작 중 하나로 등극. ",6,3
5613,5,모라토리엄? ㅋㅋㅋ 진짜 매국노는 김혜수다. 모라토리엄 선언했으면 아마 지리적으로 가깝고 돈 많이 빌려준 일본애들이 싹 다 털어먹었을 건데ㅋㅋ 수출입과 무역으로 먹고사는 나라가 모라토리엄하면 석기시대로 돌아가겠습니다...,6,3
5614,1,시장경제와 자본주의로 돈을 벌었지만 시장경제와 자본주의를 증오하는 감독들이 이젠 자신들의 생각과 사상을 국민들에게 가르치려 든다 ,6,3
5615,10,그 시절을 살지 않아서 몰랐습니다. 치열한게 버텨준 윗세대에게 감사를 보냅니다. ,6,3
5616,5,IMF세대는 말한다. 20년이 지난 지금이 그때보다 힘들다고. ,6,3
5617,1,왜 허준호 미리 안구해줬어? 오빠아님? ,6,3
5618,1,거품과 알바가 심하다김혜수 연기운운알바..6점후반대영화임 ,6,3
5619,1,쩝쩝!! 코스피 2600=> 2000!! 국내 정치문제는 답변하지 않겠숩니다. 허허허 ,6,3
5620,10,난 왜 김혜수가 악인이고 IMF로 나라를 싹 바꾸겠다는 조우진이 주인공처럼 보이는 걸까?  영화 재밌었지만 주인공의 시각에대해서 좀더 고민해봐야 하지 않았을가 싶다. ,6,3
5621,10,대박 입니다.Imf 예전에 겪었지만 이런 내막이 있는 줄 꿈에도 몰랐어요 ,6,3
5622,4,연기는 훌륭하나 너무 팩트에 기반 안한거아니냐 ,6,3
5623,6,관람객배우들이 그냥 연기를 잘했다 내가 볼때는 그게 다인듯 ? ,6,3
5624,10,오랜만에 본 한국의 제대로된 장편 상업영화. 김혜수 유아인 조우진 허준호 그 누구의 연기도 부족하지 않고 영화 내내 그들의 감정과 상황에 녹아들었다. ,6,3
5625,8,관람객유아인 명연기  감사합니다 ,6,3
5626,10,97년이면 7살때고 아버지도 경찰 공무원이시라 딱히사회적 분위기나  부모님께서 당장어찌 살아가나 하는건 없으셔서....영화를 통해서 그때 당시 분위기를 조금이나마  느낄수있어서 좋았네요 윤정학처럼 흐름의 기회나 잡아...,6,3
5627,10,실제로 위기에 대박난 사람들 있다는데 유아인 스토리 더 궁금해요 ,6,3
5628,7,"메시지 전달은 좋았으나, 영화로서의 매력은 살짝 아쉽다. ",6,3
5629,10,이 영화 잘 만들었다. 단지 재미로만 평점을 매기는 무놔충들이 있어 아쉬울 따름 ,6,3
5630,2,연기는 잘했는데 스토리가 별로 ,6,3
5631,10,몰입도최고네요~~!! ,6,3
5632,10,현타오는 영화/ 배우분들이 하나같이 전부 연기를 잘해서 몰입감이 최고 ,6,3
5633,10,관람객너무 감명깊게 잘봤어요.. ,6,3
5634,10,훌륭한 영화였어요가슴 저리고 아린그렇게 아팠던 시간들이 있어서오늘에 이른 것임을잊지 말아야겠어요 다시 한번 상기해준 영화최고였습니다 ,6,3
5635,10,관람객많은것을 생각하게 해주는 영화입니다.배우님들 감사합니다. ,6,3
5636,10,관람객재밌어요 ㅠㅠ imf 랑 경제공부좀 해야할듯 ,6,3
5637,10,정권이 바뀌니 이런영화도 개봉하는구나 ,6,3
5638,8,"92년생으로 어릴 적 그리고 지금까지도 익숙한 단어 IMF... 지금은 다행히 IMF관리 단계를 벗어났지만 그 당시 원인과 무책임함, 긴급함들이 마치 어제일 처럼 다가 왔다. 많은 사람들이 힘들었겠구나를 다시 느끼게...",6,3
5639,10,끔찍하고 너무 아프지만 마주해야할 이야기를 잘 풀어낸 영화같아요.. 많이 울었고 많이 생각하게 됐습니다. 많은 사람들이 봤으면 좋겠어요. ,6,3
5640,10,깔끔하고 건조하게 20년 전의 진실을 이야기하는 영화 ,6,3
